Path0,Path1,Path2,Path3,Path4,Path5,Path6,Path7,Path8,Path9,Path10,Path11,Path12,Path13,Path14,Path15,Path16,Path17,Path18,Path19,Path20,Path21,Path22,Path23,Path24,Path25,Path26,Path27,Path28,Path29,Path30,Path31,Path32,Path33,Path34,Path35,Path36,Path37,Path38,Path39,Path40,Path41,Path42,Path43,Path44,Path45,Path46,Path47,Path48,Path49,Path50,Path51,Path52,Path53,Path54,Path55,Path56,Path57,Path58,Path59,Path60,Path61,Path62,Path63,Path64,Path65,Path66,Path67,Path68,Path69,Path70,Path71,Path72,Path73,Path74,Path75,Path76,Path77,Path78,Path79,Path80,Path81,Path82,Path83,Path84,Path85,Path86,Path87,Path88,Path89,Path90,Path91,Path92,Path93,Path94,Path95,Path96,Path97,Path98,Path99
97.2916,103.086,102.676,101.76,112.059,96.2318,95.0465,103.344,96.3583,99.948,94.9404,105.666,98.6273,97.2094,92.5956,98.2435,103.118,98.7964,98.9881,100.014,100.74,97.3757,105.367,95.887,98.5532,105.819,102.338,100.472,97.7248,97.4901,99.5476,105.027,94.6023,107.156,101.73,96.7167,98.4589,104.528,99.5457,90.3554,107.414,95.6395,104.412,90.6409,102.357,105.091,91.7563,98.8003,97.3793,102.645,100.342,100.373,92.044,99.1879,98.1124,98.7597,98.7105,105.737,99.9537,98.1666,94.2872,96.0572,100.726,97.4481,97.9688,104.603,105.596,104.712,100.495,102.066,98.3705,109.102,103.579,103.233,95.6664,98.1705,103.619,102.736,97.517,98.8883,97.5688,100.972,98.6868,93.6628,95.9497,98.4993,105.16,105.596,100.873,99.3386,108.903,98.3638,103.054,101.047,102.154,94.2712,100.507,104.365,89.1987,102.604
97.1079,102.498,101.562,102.103,112.73,97.3047,96.3544,103.671,96.7102,100.802,96.7359,105.888,97.3046,94.9161,91.655,96.7033,102.295,98.5065,98.8821,100.735,100.319,96.3881,106.238,95.2861,97.0612,104.481,102.827,99.1496,96.3387,97.9777,98.4081,105.395,94.9169,107.03,102.439,98.9802,100.098,106.622,100.827,92.0369,107.741,95.7121,104.945,91.8832,102.743,107.42,92.2244,99.6339,95.6364,102.638,100.185,101.208,93.4499,99.2545,97.738,97.9643,99.0872,104.117,98.622,97.9982,95.2538,96.8176,100.649,97.4663,98.628,103.657,106.107,107.892,102.052,100.515,97.2745,106.46,104.161,102.79,96.0137,97.1351,103.275,103.626,96.9671,98.4689,98.0112,100.031,99.9881,92.3935,95.7326,99.7495,104.939,103.852,101.806,96.21,107.868,99.6925,103.099,98.2434,99.3174,95.6404,102.182,104.822,89.8026,103.408
97.2172,104.671,101.671,103.653,114.679,99.4101,96.4012,103.009,98.1336,100.602,95.817,106.68,97.5979,95.6283,93.0438,99.3535,101.131,98.5239,97.7736,99.5264,101.218,95.3149,105.696,94.4348,97.4362,103.341,105.19,101.358,96.9757,97.6306,100.086,103.493,94.2312,106.964,102.525,97.499,100.315,107.427,99.4092,91.8621,104.728,93.6301,107.759,91.2573,101.153,108.59,91.8511,99.046,96.9277,103.055,99.0102,102.659,93.5718,100.084,97.3868,97.5973,98.7615,104.72,100.16,99.3677,95.2724,96.3435,100.901,96.5975,96.9086,104.374,103.118,106.431,99.7464,100.744,97.3377,105.024,105.087,103.672,95.8597,95.3038,102.306,104.777,98.2921,97.4573,96.2826,99.0053,101.07,91.9042,97.6605,98.5225,105.135,103.401,102.287,97.1822,108.1,102.415,104.009,99.6211,99.5701,96.4696,102.743,103.17,88.9786,103.315
96.7061,103.904,100.166,103.02,114.658,97.5139,96.7819,104.163,98.4645,103.748,95.3267,107.137,98.4719,95.9132,92.6174,100.137,100.468,99.8114,97.98,101.137,102.338,93.9374,109.236,93.587,97.9158,104.534,103.781,101.369,97.1477,98.5332,99.2635,104.51,93.9269,107.55,104.238,98.1652,98.5856,107.027,100.874,92.249,106.142,93.7349,106.649,90.5723,104.169,110.873,92.2769,99.6217,95.4651,104.74,100.874,102.832,91.2326,97.8548,98.5534,98.8648,96.8851,106.432,101.439,98.2007,95.214,97.0591,100.067,95.4693,96.4653,104.127,101.921,107.153,100.731,100.882,97.1829,105.697,104.161,104.422,95.2131,94.7945,102.075,101.245,98.6907,97.4895,95.2517,98.5826,102.324,90.8772,98.9969,97.6554,107.058,102.543,103.419,96.7533,107.663,101.986,102.889,99.0942,100.083,98.3338,104.46,103.348,90.183,102.578
96.7447,104.03,99.2948,104.871,113.837,97.2231,96.14,104.076,96.6603,105.966,92.0786,106.552,99.4193,97.5482,91.1246,98.9771,99.5385,99.5415,99.0078,100.792,103.309,93.1392,109.477,92.059,99.9732,105.917,104.64,100.102,97.6325,99.2978,98.6755,105.357,95.9229,106.943,101.675,96.6369,98.0203,109.177,100.625,93.8985,104.927,94.9654,106.646,92.1978,105.519,110.077,91.9665,100.007,95.6813,105.98,102.78,102.802,91.558,97.3847,96.207,98.9482,96.8118,106.92,101.029,97.6419,95.4416,97.0581,99.4161,95.4988,97.199,103.824,101.568,108.6,101.17,101.259,97.1164,105.961,102.858,104.051,97.7291,93.3086,101.565,102.455,99.3393,96.1973,94.7522,100.127,103.626,90.1579,98.5662,97.1599,107.828,101.566,102.894,97.5812,107.73,99.4547,99.5067,98.4276,101.542,98.1195,102.778,103.106,91.8875,102.729
96.6131,103.698,98.8186,103.584,112.122,95.6194,94.9555,102.935,96.0907,106.157,92.5673,103.997,98.6083,96.2327,91.1804,98.7387,98.4764,98.9101,97.9834,99.7206,104.424,93.0505,108.782,93.4056,99.9777,104.198,107.023,96.7483,98.384,98.2399,97.4601,105.869,94.7736,107.915,101.144,94.3311,98.2655,108.509,101.033,94.9135,106.9,93.6745,106.209,90.3493,103.488,111.253,92.223,101.647,93.3919,106.504,99.9907,102.489,91.8488,98.0334,98.0678,98.4838,97.3285,108.095,100.742,97.3805,94.9651,97.1783,99.2109,96.4903,96.0906,103.433,99.3807,108.488,99.8673,100.717,94.2093,104.94,103.196,103.824,98.5582,95.9065,102.623,101.451,98.5831,96.1388,94.1521,100.489,101.199,92.0057,98.6336,97.6909,106.858,100.566,104.613,99.1451,105.918,98.2873,98.5971,100.662,101.452,97.9765,103.235,104.844,92.3364,103.34
95.9794,102.826,96.1569,101.203,111.822,93.841,95.8494,102.444,97.9124,105.304,93.3038,102.94,97.5449,98.1529,89.9383,100.323,98.2747,96.6793,100.156,98.979,103.58,89.7279,109.111,94.7752,97.78,102.867,107.726,95.5922,99.2188,97.1587,95.3955,103.989,95.7692,109.296,102.817,95.2221,97.0861,108.795,101.807,92.5616,103.883,94.7776,107.427,92.5297,108.056,111.934,91.4241,100.564,92.4229,106.557,101.625,102.849,92.4648,99.1435,98.3918,98.1084,96.9063,109.051,101.436,99.0048,93.23,95.862,101.015,95.9412,96.3955,103.094,100.695,107.948,99.0837,102.622,96.0613,105.966,104.006,103.593,97.9842,94.6118,102.514,103.687,98.9194,94.041,93.2216,100.097,99.6934,91.849,99.1723,99.0947,107.567,100.457,105.875,99.1274,107.676,97.8219,96.0659,102.055,102.257,98.3523,104.915,103.936,92.8537,102.553
95.0665,102.058,98.8374,100.932,114.066,93.9864,95.0593,101.999,96.8817,104.202,93.5045,101.656,96.6283,95.2314,89.2656,102.586,98.5026,98.3617,99.9995,96.8438,101.319,89.3683,109.976,94.7986,96.43,102.696,106.048,96.6421,99.4014,99.0003,95.2505,104.81,96.3292,107.717,104.432,96.7631,96.4339,107.495,100.278,92.0997,102.473,93.2557,108.395,93.586,106.388,112.862,91.7684,101.636,91.0007,103.61,100.354,100.742,92.6878,98.924,98.3124,96.0595,96.4599,106.989,100.75,99.9571,94.9975,95.2754,101.728,95.5805,95.9225,103.141,101.985,108.602,99.3133,104.5,94.9647,103.485,102.895,103.544,97.5728,93.3142,100.886,103.085,98.424,94.0368,94.8949,97.8416,99.1331,93.2296,97.1295,99.1161,108.344,100.061,109.338,98.4185,108.086,98.9018,95.7164,102.727,103.02,98.9845,105.633,106.769,92.7479,103.371
95.3442,101.71,98.4786,101.131,115.018,93.983,95.0466,101.564,97.6261,106.025,95.2538,103.786,96.4671,94.7205,87.2086,101.3,96.9923,97.2797,99.7465,97.0309,102.53,88.8956,110.879,96.6582,96.9369,101.873,105.69,96.3773,97.7324,98.5697,94.4113,105.368,94.7349,106.09,108.067,94.683,94.557,106.132,99.3962,92.3729,101.375,92.385,108.92,92.6468,106.219,113.871,93.4963,102.028,89.607,101.185,99.0469,101.889,92.2996,100.096,98.9592,97.05,96.0046,106.5,101.259,99.059,94.3708,95.7358,100.755,96.2005,94.4321,103.729,101.548,107.024,99.026,106.355,95.0806,102.662,101.246,102.12,98.3274,94.3464,101.343,102.187,99.9172,94.8225,94.1151,94.2428,98.1751,93.002,98.173,97.9388,108.557,98.5057,110.742,99.7932,105.838,100.445,96.0983,104.19,100.555,98.8817,104.83,105.904,92.6353,103.553
95.314,103.138,99.1822,100.985,118.211,91.8912,96.9477,102.391,98.9876,105.255,93.0838,104.661,96.6598,94.5126,87.8451,101.746,96.4722,95.3065,101.391,96.64,101.89,89.8186,109.373,98.0936,99.0235,102.091,104.332,97.1496,95.0896,97.9291,95.2789,102.106,96.1041,106.339,109.709,93.5728,93.6593,106.551,101.345,93.103,100.911,92.027,110.095,92.6466,109.6,115.034,92.4034,103.311,89.8309,98.0651,96.7728,99.7989,92.3699,99.2869,96.9547,96.0805,96.2111,106.071,102.153,97.748,95.9135,96.3231,98.8909,94.6173,94.3537,107.088,102.327,106.758,100.669,106.843,95.9102,100.585,100.21,99.8814,97.4302,92.6135,100.656,104.15,99.0265,94.0611,94.2994,93.9637,98.0675,92.9631,99.9182,96.4354,108.955,99.0297,110.993,99.7088,104.334,99.8788,93.3089,102.441,99.6449,99.5438,103.911,105.526,93.3711,105.001
95.4966,102.439,101.166,102.051,117.781,92.9132,98.9412,102.303,98.8289,104.498,93.5349,104.246,97.4544,93.581,86.8339,100.748,96.2619,94.7462,102.2,96.084,102.28,88.6915,109.169,98.4411,99.7033,101.578,104.587,97.1361,96.8578,96.7138,91.7541,101.129,95.8331,107.84,111.358,92.4438,93.7595,107.53,100.776,94.5414,101.377,92.464,111.876,93.5185,109.271,114.128,92.1412,102.819,88.3094,99.437,96.717,97.9821,90.7704,99.7463,95.1677,97.5416,97.1755,105.058,102.373,97.3427,96.1466,96.798,99.4355,95.8642,95.19,107.967,103.489,107.224,99.7574,105.953,95.2443,99.8999,99.2926,96.7655,97.6694,91.511,101.369,103.695,98.5229,93.2461,93.8697,94.6635,99.2334,94.0878,100.659,95.5226,108.157,99.1557,112.649,97.6226,103.922,102.643,94.0471,103.835,99.3816,100.917,103.691,105.738,95.0254,102.923
95.382,101.809,102.967,104.012,119.371,93.7408,99.4353,103.874,100.459,104.221,91.4685,104.596,96.4613,93.128,84.9654,100.201,94.447,94.3167,102.035,94.8968,101.628,87.7748,110.401,99.4572,100.255,102.183,103.636,95.8988,98.844,97.553,93.1412,100.955,96.8631,108.116,111.341,91.3312,94.6304,111.028,100.091,92.8929,103.145,93.2577,109.494,92.2171,109.254,117.195,91.8994,101.682,88.653,99.2315,94.3283,99.67,89.9922,99.4023,95.8548,97.915,95.2179,106.764,103.241,97.4654,95.1386,97.76,97.3415,96.7061,95.6048,108.277,103.339,106.834,100.285,105.629,95.6679,100.326,98.0315,97.5854,95.7393,93.5919,99.9325,102.825,98.2375,93.4433,93.9911,93.894,99.4499,94.3728,100.335,96.385,109.037,100.889,112.849,99.2646,104.284,102.2,94.3498,102.415,100.133,101.019,102.565,106.163,92.958,103.133
96.7664,104.569,105.72,105.009,117.065,95.3136,98.2115,104.648,100.749,104.197,90.3474,106.516,95.1527,90.8642,84.1121,101.885,94.5573,94.5938,102.142,95.1721,103.323,90.5091,109.682,97.643,99.4561,103.383,101.634,96.4932,100.067,98.4659,93.9853,101.87,98.5059,108.423,112.991,90.7446,95.0322,112.294,101.23,95.2285,105.496,92.8525,107.832,90.9368,108.145,115.103,92.0111,101.155,86.7124,99.6534,95.6536,98.6795,90.5472,98.4857,97.1408,99.099,95.6524,106.757,104.948,96.4176,96.5112,97.1358,96.5662,97.7247,95.0894,107.562,103.577,106.887,98.1254,105.361,96.3058,99.4409,98.3791,97.1673,96.291,93.4259,98.582,103.544,97.4359,94.8878,94.0724,93.7157,98.8623,95.5344,98.9276,94.8185,108.068,100.88,114.008,100.614,104.25,102.778,95.5072,103.587,102.369,101.363,102.756,106.778,93.2028,105.001
99.1385,105.275,107.164,105.759,116.778,93.9067,99.2787,105.174,103.618,102.949,90.756,106.125,97.023,90.5807,84.4618,101.189,94.0746,93.8216,102.299,96.581,103.296,90.939,109.353,96.567,100.689,100.251,100.389,94.668,99.2372,98.578,93.6503,101.761,94.3565,107.828,111.669,89.4139,93.2084,111.198,100.064,93.8593,106.904,94.1354,107.962,89.7204,106.799,116.812,89.9338,98.1877,85.7568,99.6211,96.7203,97.269,89.9127,98.157,98.2989,99.1256,94.3371,109.798,103.07,96.3251,98.5935,94.8311,96.1373,98.1021,93.6428,109.065,102.329,105.859,99.6556,104.33,97.7675,98.6117,96.5667,97.6715,97.1813,93.6704,99.9204,106.862,98.414,96.0329,93.5231,95.1451,99.8452,95.499,98.534,93.6858,107.97,98.1541,112.536,101.387,101.857,103.846,95.4886,104.117,101.274,100.565,102.067,107.418,94.0885,106.313
98.4965,104.858,104.5,105.601,119.278,93.5319,100.635,104.117,104.187,102.194,91.424,104.554,98.4975,88.3514,84.2574,100.411,94.3983,93.1767,100.417,95.5281,101.58,92.5679,106.985,98.1762,100.966,100.942,99.7799,94.7605,97.4099,99.282,91.9177,102.133,95.3446,110.247,111.513,90.0194,93.7553,111.914,99.516,92.3136,106.231,93.5872,108.933,88.9144,106.033,117.389,90.5836,100.416,86.8608,101.191,97.9984,95.8342,89.3916,99.3154,100.143,96.5684,94.8828,110.827,104.868,95.0439,98.6067,92.1302,99.2881,99.0411,92.5795,109.779,101.737,105.215,99.8262,104.667,96.2418,99.0141,97.5307,99.6865,100.82,95.1055,100.146,106.168,98.985,97.0717,93.0985,94.8273,100.533,93.8064,96.2847,92.7877,109.994,98.2417,112.198,98.7604,103.458,103.339,93.99,103.165,101.566,101.469,100.57,110.144,94.9673,107.214
99.9073,104.982,104.132,105.449,120.869,93.1901,102.317,103.248,103.914,103.943,90.4251,104.516,98.2474,88.323,83.6209,101.773,94.8861,94.0234,101.215,96.5859,102.685,92.1784,106.871,100.767,99.6299,99.9463,102.196,94.832,96.3399,98.4334,93.1265,103.098,96.3982,110.585,111.09,91.3514,93.9527,110.795,99.6553,94.1905,105.504,93.1676,111.333,88.8217,104.009,117.457,91.0743,101.32,86.5046,100.943,99.5808,97.1924,88.472,99.6311,97.2938,96.2112,93.6314,112.477,102.036,93.929,99.245,92.4683,98.6761,99.7944,91.6042,108.291,102.02,104.301,100.73,103.98,97.9493,100.887,101.376,99.8402,100.492,95.7799,101.348,105.604,100.779,95.8659,93.3677,96.1131,99.3404,95.9247,98.522,95.8733,111.437,98.2626,113.484,99.7376,105.632,104.641,95.7526,104.783,102.222,101.719,102.113,109.28,95.2499,107.541
97.4002,109.296,105.082,103.156,120.601,94.6795,102.435,104.211,101.898,105.024,90.7938,103.639,98.9283,89.6194,83.3456,102.948,95.1842,93.2095,100.401,96.581,101.543,92.2305,108.232,102.55,99.5052,97.9462,103.931,94.2336,96.9819,97.1329,94.2488,103.415,96.9511,112.165,110.298,89.1273,94.0576,112.263,97.7434,93.8641,104.795,93.4558,111.897,88.9786,106.397,118.484,90.8695,105.222,86.4223,103.274,98.2289,96.1984,87.9543,99.5751,96.8515,97.8293,93.6136,111.081,99.2428,92.9222,99.9636,91.2822,97.8499,98.9883,91.2089,108.898,103.083,102.98,99.5316,101.923,96.8861,101.246,102.643,100.526,99.1185,95.437,101.091,106.088,100.955,95.3404,94.1385,96.2845,98.8366,96.1854,97.8684,95.6361,112.502,98.585,113.327,100.332,105.892,107.597,98.4443,103.176,100.97,99.8156,99.9343,106.769,94.5202,107.309
96.0698,111.456,105.886,103.357,117.618,95.1496,102.057,101.951,100.613,104.402,91.0445,100.39,99.6276,90.5224,83.4742,105.432,95.3191,92.9884,100.109,96.5263,101.533,93.5872,105.892,103.333,98.2621,98.9999,104.447,92.7244,98.2961,98.096,94.3821,104.925,96.9734,111.019,112.555,88.2974,94.4409,109.522,99.9187,93.1657,106.747,94.2512,113.746,88.5922,106.528,117.413,90.5004,105.668,83.6941,101.355,97.5097,97.4481,88.5386,100.868,95.6309,96.8995,95.808,110.931,100.012,93.12,100.582,89.7673,97.6362,99.2564,92.2645,109.112,102.085,104.416,99.8501,101.674,98.1643,99.6391,101.954,100.809,98.1132,95.9704,98.3944,103.884,98.7082,94.3275,90.8178,96.3194,98.998,96.7533,98.379,96.6663,113.117,97.216,113.941,98.1309,106.028,107.53,98.1923,101.51,101.685,97.9675,98.8685,106.548,93.8925,106.616
97.0291,112.844,104.027,101.777,118.384,95.1369,100.912,101.697,99.2597,106.384,89.946,101.972,99.0887,92.4445,82.7808,105.49,96.6987,93.2621,99.6052,95.8811,100.516,93.5003,108.845,104.363,99.3997,98.2272,105.276,92.7341,100.013,99.51,96.1686,102.511,95.4433,108.816,112.661,87.0564,93.9999,111.975,102.126,92.4476,107.725,92.4376,112.879,87.3158,106.43,116.63,90.6588,105.262,83.2713,102.841,97.1128,99.2381,87.6936,100.912,96.3735,96.6528,96.9523,112.174,101.441,92.5603,101.759,88.9281,96.7244,98.7497,90.9029,108.218,103.187,103.609,100.464,103.211,97.376,99.3023,102.971,101.892,96.8315,96.3208,98.5124,101.795,98.8664,95.1098,89.9647,96.1436,98.0434,95.6356,97.9532,97.2731,112.521,98.1323,112.809,98.1587,108.192,108.738,100.302,101.524,99.1729,96.7379,99.5261,107.654,93.7458,107.283
97.4979,114.182,104.011,102.088,118.378,94.8105,101.924,101.433,99.4816,106.713,88.8077,101.364,97.1105,91.5687,82.4487,107.234,96.3188,93.0749,97.3694,98.0272,101.929,93.188,105.729,105.791,100.116,99.0678,104.107,93.0857,99.0924,100.618,94.3106,104.646,96.6984,110.338,114.6,87.1439,93.9035,112.869,101.366,93.446,107.243,92.8351,115.141,87.7002,106.02,117.717,89.423,104.834,84.8288,102.817,96.7145,101.337,87.9065,101.051,96.8867,96.1022,96.7723,111.321,100.962,93.6556,102.159,89.0512,96.8546,98.3333,89.1504,106.237,103.847,101,99.5021,104.259,95.3551,100.69,101.536,99.9159,98.5559,96.8736,97.8534,101.93,99.7541,95.2454,88.4465,96.7951,99.2336,97.5245,95.4343,97.8353,114.879,98.4746,112.897,97.0395,107.838,110.377,101.983,101.201,100.918,92.7826,100.494,106.762,92.4888,104.6
